-1.00000000,0.00000282,0.00000003,0.00000281,0.00000003,0.00000281,0.00000003,0.00000771,0.00000007,0.00000281
-0.99099099,0.00000005,0.00000000,0.00000004,0.00000000,0.00000005,0.00000000,0.00000202,0.00000001,0.00000004
-0.98198198,0.00000213,0.00000002,0.00000212,0.00000002,0.00000212,0.00000002,0.00000086,0.00000000,0.00000212
-0.97297297,0.00000413,0.00000004,0.00000411,0.00000004,0.00000412,0.00000004,0.00000175,0.00000001,0.00000412
-0.96396396,0.00000113,0.00000001,0.00000113,0.00000001,0.00000113,0.00000001,0.00000063,0.00000000,0.00000112
-0.95495495,0.00000055,0.00000001,0.00000055,0.00000001,0.00000055,0.00000001,0.00000349,0.00000003,0.00000055
-0.94594595,0.00000404,0.00000004,0.00000402,0.00000004,0.00000403,0.00000004,0.00000937,0.00000009,0.00000403
-0.93693694,0.00000312,0.00000003,0.00000310,0.00000003,0.00000311,0.00000003,0.00000795,0.00000007,0.00000311
-0.92792793,0.00000003,0.00000000,0.00000003,0.00000000,0.00000003,0.00000000,0.00000182,0.00000001,0.00000003
-0.91891892,0.00000254,0.00000003,0.00000253,0.00000003,0.00000254,0.00000003,0.00000101,0.00000001,0.00000253
-0.90990991,0.00000469,0.00000005,0.00000467,0.00000005,0.00000468,0.00000005,0.00000210,0.00000002,0.00000468
-0.90090090,0.00000119,0.00000001,0.00000119,0.00000001,0.00000119,0.00000001,0.00000061,0.00000000,0.00000119
-0.89189189,0.00000071,0.00000001,0.00000071,0.00000001,0.00000071,0.00000001,0.00000370,0.00000003,0.00000071
-0.88288288,0.00000471,0.00000005,0.00000468,0.00000005,0.00000470,0.00000005,0.00001011,0.00000010,0.00000470
-0.87387387,0.00000347,0.00000003,0.00000345,0.00000003,0.00000346,0.00000003,0.00000827,0.00000008,0.00000346
-0.86486486,0.00000002,0.00000000,0.00000002,0.00000000,0.00000002,0.00000000,0.00000162,0.00000001,0.00000001
-0.85585586,0.00000306,0.00000003,0.00000305,0.00000003,0.00000305,0.00000003,0.00000126,0.00000001,0.00000305
-0.84684685,0.00000538,0.00000005,0.00000536,0.00000005,0.00000536,0.00000005,0.00000255,0.00000002,0.00000537
-0.83783784,0.00000127,0.00000001,0.00000126,0.00000001,0.00000126,0.00000001,0.00000060,0.00000000,0.00000126
-0.82882883,0.00000093,0.00000001,0.00000092,0.00000001,0.00000092,0.00000001,0.00000397,0.00000004,0.00000092
-0.81981982,0.00000554,0.00000006,0.00000551,0.00000006,0.00000552,0.00000006,0.00001103,0.00000011,0.00000552
-0.81081081,0.00000389,0.00000004,0.00000388,0.00000004,0.00000388,0.00000004,0.00000868,0.00000008,0.00000388
-0.80180180,0.00000001,0.00000000,0.00000001,0.00000000,0.00000001,0.00000000,0.00000143,0.00000001,0.00000001
