-1.00000000,0.00002893,0.00000289,0.00002892,0.00000289,0.00002893,0.00000289,0.00023787,0.00002302
-0.90909091,0.00004591,0.00000459,0.00004592,0.00000459,0.00004591,0.00000459,0.00007530,0.00000681
-0.81818182,0.00005863,0.00000586,0.00005862,0.00000586,0.00005863,0.00000586,0.00026875,0.00002620
-0.72727273,0.00006107,0.00000611,0.00006108,0.00000611,0.00006107,0.00000611,0.00006564,0.00000593
-0.63636364,0.00004958,0.00000496,0.00004957,0.00000496,0.00004957,0.00000496,0.00022545,0.00002195
-0.54545455,0.00002619,0.00000262,0.00002619,0.00000262,0.00002619,0.00000262,0.00005294,0.00000474
-0.45454545,0.00000313,0.00000031,0.00000313,0.00000031,0.00000313,0.00000031,0.00009942,0.00000942
-0.36363636,0.00001199,0.00000120,0.00001199,0.00000120,0.00001199,0.00000120,0.00011815,0.00001133
-0.27272727,0.00013471,0.00001347,0.00013471,0.00001347,0.00013471,0.00001347,0.00008486,0.00000803
-0.18181818,0.00066638,0.00006664,0.00066633,0.00006663,0.00066635,0.00006663,0.00096739,0.00009631
-0.09090909,0.00380811,0.00038081,0.00380802,0.00038080,0.00380806,0.00038080,0.00330983,0.00033045
0.00000000,0.97801672,0.09780120,0.97801603,0.09780113,0.97801645,0.09780118,0.98653585,0.09865228
0.09090909,3.70292406,0.36995038,3.70945928,0.37061794,3.70640373,0.37030232,3.71873464,0.37186518
0.18181818,2.95573349,0.29434053,2.97713830,0.29657848,2.96732151,0.29552700,2.96847735,0.29682410
0.27272727,2.71550777,0.26907190,2.75789481,0.27359476,2.73879956,0.27148195,2.72661521,0.27261606
0.36363636,2.34153192,0.23020196,2.40565424,0.23719728,2.37731053,0.23394603,2.34961392,0.23488886
0.45454545,2.06451037,0.20093205,2.15080377,0.21054592,2.11335728,0.20609756,2.06977719,0.20687436
0.54545455,1.83362700,0.17625023,1.94109222,0.18846870,1.89529755,0.18283695,1.83601729,0.18346474
0.63636364,1.58571873,0.14992206,1.71024234,0.16439541,1.65819174,0.15774472,1.58403688,0.15823154
0.72727273,1.43006307,0.13291036,1.57201647,0.14971470,1.51368609,0.14201350,1.42593663,0.14238572
0.81818182,1.22918603,0.11151012,1.38133993,0.12993721,1.32005562,0.12150566,1.22013113,0.12176975
0.90909091,1.11280260,0.09871048,1.27719028,0.11895782,1.21204597,0.10970693,1.10162682,0.10988507
1.00000000,0.96159537,0.08259182,1.13028108,0.10384210,1.06476221,0.09413428,0.94545619,0.09423566
1.09090909,0.86583012,0.07219020,1.04085350,0.09460808,0.97396101,0.08436801,0.84747485,0.08440772
1.18181818,0.75842234,0.06078898,0.93388464,0.08373529,0.86809313,0.07324182,0.73596938,0.07323035
1.27272727,0.67572022,0.05202753,0.85160336,0.07544102,0.78676655,0.06471804,0.65055550,0.06466554
1.36363636,0.60189969,0.04430494,0.77623209,0.06792573,0.71305043,0.05708407,0.57409066,0.05699923
1.45454545,0.53086450,0.03701100,0.70052663,0.06045947,0.64017499,0.04966111,0.49978098,0.04955222
1.54545455,0.47965912,0.03182974,0.64677769,0.05525209,0.58817375,0.04443264,0.44742724,0.04430459
1.63636364,0.42108558,0.02603477,0.58007249,0.04880543,0.52544013,0.03823171,0.38539118,0.03809250
1.72727273,0.38336795,0.02243161,0.53888159,0.04495306,0.48607724,0.03445314,0.34755562,0.03430409
1.81818182,0.33767550,0.01812487,0.48363971,0.03972962,0.43509257,0.02958687,0.29888163,0.02943529
1.90909091,0.30739431,0.01544177,0.44850855,0.03654393,0.40209594,0.02658423,0.26880774,0.02642973
2.00000000,0.27357178,0.01247101,0.40557961,0.03259513,0.36297091,0.02301978,0.23313870,0.02286761
2.09090909,0.24768352,0.01035339,0.37310148,0.02970536,0.33313039,0.02042990,0.20718884,0.02028007
2.18181818,0.22342517,0.00844179,0.34133021,0.02689060,0.30429087,0.01797204,0.18255650,0.01782664
2.27272727,0.20099618,0.00675176,0.31073014,0.02419686,0.27681008,0.01567942,0.15957256,0.01554008
2.36363636,0.18346278,0.00557557,0.28749558,0.02223604,0.25560917,0.01403216,0.14301441,0.01389784
2.45454545,0.16453864,0.00428032,0.25958866,0.01980415,0.23102880,0.01206181,0.12324272,0.01193566
2.54545455,0.15117696,0.00355126,0.24178257,0.01837404,0.21464364,0.01091774,0.11169227,0.01079673
2.63636364,0.13588841,0.00263404,0.21782307,0.01631913,0.19379905,0.00933072,0.09573910,0.00921838
2.72727273,0.12493293,0.00214926,0.20278545,0.01514560,0.17997971,0.00844530,0.08676304,0.00833833
2.81818182,0.11305136,0.00156452,0.18358685,0.01354294,0.16329897,0.00726778,0.07488764,0.00716872
2.90909091,0.10359906,0.00121364,0.16967217,0.01245654,0.15073312,0.00649514,0.06703834,0.00640185
3.00000000,0.09451148,0.00088362,0.15519533,0.01129914,0.13797895,0.00569165,0.05888729,0.00560479
3.09090909,0.08628101,0.00062400,0.14186502,0.01024355,0.12625336,0.00498002,0.05165425,0.00489930
3.18181818,0.07920828,0.00045954,0.13127320,0.00944677,0.11663938,0.00446403,0.04636797,0.00438816
3.27272727,0.07219204,0.00028079,0.11880597,0.00844922,0.10593239,0.00382437,0.03986306,0.00375468
3.36363636,0.06644580,0.00020597,0.11083189,0.00788668,0.09844230,0.00348934,0.03638444,0.00342328
3.45454545,0.06063514,0.00010164,0.09985111,0.00701015,0.08913498,0.00295580,0.03094799,0.00289546
3.54545455,0.05576953,0.00006801,0.09325325,0.00655886,0.08285594,0.00270772,0.02834598,0.00265037
3.63636364,0.05103549,0.00002287,0.08428088,0.00585710,0.07521851,0.00230566,0.02422914,0.00225306
3.72727273,0.04685090,0.00000913,0.07819236,0.00543200,0.06955400,0.00208383,0.02190364,0.00203410
3.81818182,0.04296484,0.00000038,0.07137671,0.00492189,0.06359001,0.00181360,0.01910850,0.00176740
3.90909091,0.03940845,0.00000180,0.06544191,0.00448930,0.05830547,0.00159478,0.01683049,0.00155159
4.00000000,0.03613155,0.00000729,0.06051053,0.00414587,0.05375800,0.00143181,0.01511206,0.00139097
4.09090909,0.03317753,0.00002330,0.05481140,0.00371606,0.04889159,0.00122099,0.01293109,0.00118330
4.18181818,0.03034291,0.00002916,0.05120863,0.00348602,0.04535844,0.00112689,0.01190800,0.00109066
4.27272727,0.02791906,0.00005556,0.04605939,0.00309251,0.04106954,0.00094188,0.00999903,0.00090869
4.36363636,0.02546000,0.00005855,0.04316948,0.00291645,0.03814969,0.00087875,0.00929589,0.00084660
4.45454545,0.02344175,0.00008656,0.03888582,0.00259294,0.03457735,0.00073582,0.00781709,0.00070627
4.54545455,0.02136155,0.00009075,0.03623384,0.00242535,0.03198166,0.00067713,0.00717174,0.00064863
4.63636364,0.01961295,0.00011077,0.03296580,0.00218886,0.02915958,0.00058226,0.00617902,0.00055566
4.72727273,0.01792547,0.00012139,0.03032337,0.00200872,0.02675220,0.00051687,0.00548147,0.00049163
4.81818182,0.01634893,0.00012772,0.02799791,0.00185383,0.02459366,0.00046408,0.00491286,0.00043998
4.90909091,0.01502921,0.00014609,0.02537601,0.00166388,0.02236850,0.00039385,0.00418054,0.00037145
5.00000000,0.01359259,0.00013943,0.02374487,0.00156746,0.02070653,0.00036906,0.00389531,0.00034718
5.09090909,0.01256337,0.00016152,0.02130318,0.00138517,0.01872674,0.00030272,0.00321234,0.00028271
5.18181818,0.01129196,0.00014804,0.02005279,0.00131736,0.01737825,0.00029008,0.00305373,0.00027030
5.27272727,0.01044631,0.00016665,0.01797875,0.00116285,0.01571158,0.00023676,0.00250691,0.00021871
5.36363636,0.00938803,0.00015446,0.01684420,0.00109842,0.01453300,0.00022414,0.00235611,0.00020641
5.45454545,0.00862875,0.00016310,0.01525311,0.00098448,0.01320689,0.00018882,0.00199103,0.00017239
5.54545455,0.00781306,0.00015813,0.01409000,0.00091009,0.01212119,0.00017057,0.00179288,0.00015479
5.63636364,0.00708501,0.00015420,0.01297857,0.00083751,0.01110806,0.00015255,0.00160002,0.00013749
5.72727273,0.00649746,0.00015764,0.01177449,0.00075288,0.01010087,0.00012906,0.00135827,0.00011509
5.81818182,0.00579765,0.00014342,0.01103359,0.00071170,0.00933068,0.00012321,0.00128593,0.00010943
5.90909091,0.00538074,0.00015186,0.00986891,0.00062571,0.00842603,0.00009858,0.00103907,0.00008616
6.00000000,0.00474479,0.00013313,0.00933739,0.00060066,0.00781416,0.00009807,0.00102071,0.00008558
6.09090909,0.00442092,0.00014087,0.00832171,0.00052502,0.00704481,0.00007709,0.00081315,0.00006595
6.18181818,0.00389497,0.00012415,0.00785064,0.00050188,0.00651965,0.00007621,0.00079407,0.00006505
6.27272727,0.00359650,0.00012621,0.00706400,0.00044526,0.00590380,0.00006208,0.00065422,0.00005197
6.36363636,0.00320915,0.00011596,0.00656300,0.00041560,0.00542287,0.00005781,0.00060643,0.00004801
6.45454545,0.00290003,0.00011027,0.00602276,0.00038032,0.00495378,0.00005110,0.00053754,0.00004185
6.54545455,0.00264682,0.00010740,0.00547424,0.00034286,0.00450498,0.00004332,0.00046026,0.00003478
6.63636364,0.00232766,0.00009530,0.00513485,0.00032487,0.00415381,0.00004221,0.00044399,0.00003375
6.72727273,0.00217341,0.00009744,0.00457805,0.00028397,0.00374585,0.00003274,0.00035405,0.00002531
6.81818182,0.00187086,0.00008266,0.00435691,0.00027544,0.00347355,0.00003425,0.00036220,0.00002662
6.90909091,0.00176606,0.00008583,0.00385475,0.00023777,0.00312238,0.00002554,0.00028120,0.00001898
7.00000000,0.00151378,0.00007261,0.00366803,0.00023067,0.00289333,0.00002689,0.00028860,0.00002014
7.09090909,0.00141481,0.00007322,0.00327299,0.00020180,0.00261024,0.00002079,0.00023228,0.00001490
7.18181818,0.00123523,0.00006452,0.00306464,0.00019082,0.00240149,0.00002036,0.00022489,0.00001453
7.27272727,0.00111847,0.00006089,0.00279657,0.00017305,0.00218657,0.00001754,0.00019783,0.00001216
7.36363636,0.00101285,0.00005740,0.00255045,0.00015681,0.00198990,0.00001506,0.00017404,0.00001012
7.45454545,0.00087797,0.00005004,0.00239241,0.00014868,0.00183182,0.00001494,0.00017021,0.00001003
7.54545455,0.00082762,0.00005036,0.00212664,0.00012922,0.00165013,0.00001120,0.00013704,0.00000701
7.63636364,0.00069098,0.00004132,0.00203677,0.00012676,0.00153103,0.00001247,0.00014468,0.00000805
7.72727273,0.00066732,0.00004297,0.00178671,0.00010778,0.00137214,0.00000867,0.00011212,0.00000506
7.81818182,0.00055035,0.00003475,0.00171805,0.00010648,0.00127437,0.00000996,0.00011978,0.00000608
7.90909091,0.00052731,0.00003544,0.00151673,0.00009145,0.00114502,0.00000713,0.00009588,0.00000393
8.00000000,0.00044546,0.00002983,0.00143491,0.00008800,0.00105630,0.00000754,0.00009672,0.00000426
